stock1,stock2,correlation
clgx,rlh,0.95242245973567319
clgx,mktx,0.95625422698172513
clgx,scho,0.96048307225251595
clgx,eme,0.96036377203114631
clgx,ocsl,0.96422692281646893
clgx,ctrv,0.95557483620005257
clgx,opgnw,0.95499154081606652
hchc,rom,0.96097306586187792
hchc,nws,0.95782216313829927
hchc,nwy,-0.95338216391116215
hchc,rmbs,0.95649455705601705
hchc,ryaay,0.96005957347144011
hchc,lll,0.95482002123824228
hchc,iex,0.9582666564711545
hchc,nviv,0.98658199446267347
hchc,ts,0.97898004659992066
hchc,pxlv,0.96508465293097134
hchc,spuu,0.97034418006521483
hchc,rad,0.98135272371171578
hchc,hyb,0.97222992499775673
hchc,wsr,0.97546200873545874
hchc,htd,0.95511125243215345
hchc,tsro,0.9727873275074379
hchc,lnt,0.97274223836447615
hchc,zgnx,0.96485106776012797
hchc,rmti,0.97388203844625887
hchc,mchx,0.96241635759530386
hchc,lub,0.97912112023825149
hchc,xivh,0.97789950053234842
hchc,viog,0.95353650363120424
hchc,mule,0.98116570937633085
hchc,key,0.97577776799214977
hchc,krys,0.98808282553564819
hchc,iyy,-0.98100806464599744
hchc,mtrx,0.95726714326183959
hchc,valx,0.95215373591809349
hchc,ohgi,0.98835989538939795
hchc,smdv,0.95429448437210163
hchc,roic,0.9776397065818685
hchc,hcn_i,0.98836153727768372
hchc,pxi,0.96689255508923899
hchc,prph,0.9596440572811159
hchc,psa_y,0.96354416546908661
hchc,smcp,0.95790087985530858
hchc,swp,0.98843951267086338
hchc,obor,0.97100465578700801
hchc,two_b,0.99415259151336122
hchc,ltrx,0.97191329834476792
hchc,synl,0.9812208748276432
hchc,kodk,0.99929359423972819
hchc,xhs,-0.95329750499482235
hchc,voov,0.95741505589950993
hchc,slim,0.95288632281913399
hchc,tao,0.98234214755658722
hchc,rkda,0.96952573631367422
hchc,lvhd,0.97261216517391602
hchc,qai,0.98161976817863894
hchc,sni,0.97522145679948125
hchc,ioo,0.96354607299966599
hchc,jkh,0.97075480929775326
hchc,srunw,0.95502344764018732
hchc,st,0.97245250802872651
hchc,powl,0.95559242475456085
hchc,scha,0.97534694116042919
hchc,thg,0.99017826566209721
hchc,omer,-0.95949517497374515
hchc,tts,0.97837429455867642
hchc,kroo,0.9598279261350654
hchc,tti,0.96939269455601773
hchc,ttm,-0.99409225849095584
hchc,wrb,0.9577949888933065
hchc,nlst,0.9673997537935215
hchc,shldw,0.95791719849493684
hchc,tst,0.95845151712023491
hchc,wex,-0.98946794690624407
hchc,psl,0.96160036127373893
hchc,yy,0.95146826036595755
hchc,xlg,0.96140052502177586
hchc,nmrx,0.9606034912438608
hchc,pslv,0.97158180812529404
hchc,salm,0.95666085170440152
hchc,smh,0.97004330320506171
hchc,kmf,0.96443351196747729
hchc,rals,0.95367902212270228
hchc,hci,-0.99812155994383767
hchc,t,0.96836873636151266
hchc,oxbr,0.95717173832123603
hchc,rli,0.98319227144075982
hchc,tlgt,0.97452642783572041
hchc,snhy,0.9637982717753738
hchc,mvf,0.9849487420436287
hchc,yesr,-0.99833239447849442
hchc,prme,0.95076230324369415
hchc,rmr,0.9799854946273745
hchc,nsa,-0.96303079711459028
hchc,sphq,0.97250616903795895
hchc,plxp,0.96743326448492883
hchc,ppt,0.97121143865007342
hchc,mnr_c,0.97859878200157835
hchc,relx,0.96350647906545461
hchc,mnga,0.95603501423977089
hchc,ulst,0.98420444666868012
hchc,sdp,0.97761975640781285
hchc,pei_d,-0.95767539600735407
hchc,iosp,0.95240815761294961
hchc,opnt,0.95823985937996536
hchc,inod,0.95434191747105257
hchc,pxsg,0.95653362956001664
hchc,ras_b,0.9719681078510013
hchc,lila,0.99914842549145499
hchc,vlrs,0.95807435504994287
hchc,vrna,0.96191707014557348
hchc,iivi,0.99756521346774274
hchc,scij,0.98956473752726881
hchc,psmt,0.95142467959516486
hchc,tmq,0.95200151856907755
hchc,srcl,0.96145662859568426
hchc,rp,0.96564459357229027
hchc,kf,0.97465762634315878
hchc,sui,0.96822045704434589
hchc,ren,0.97941407513682321
hchc,spsc,0.96988081145294935
brqs,sdt,0.98939845896256662
brqs,xhb,0.955708389010129
brqs,psdo,0.9789245860569179
brqs,hbhc,0.97291490739072972
brqs,fhk,0.96805911068486783
brqs,trx,0.96932165904894729
brqs,enta,0.9512741995833075
brqs,crox,0.96002783064194919
brqs,iqdg,0.96909818629469002
brqs,pml,0.95405493043665945
brqs,rwlk,0.9732252975907526
brqs,ggg,0.98798256136449358
brqs,stml,0.97033345684700567
brqs,fbp,0.96755989965858746
brqs,perm,0.97910967663916915
brqs,fet,0.95176649858962947
brqs,pnfp,0.98760854098561313
brqs,wtid,0.95200383282842138
brqs,tnc,0.97119630739093032
brqs,chiq,0.95469788606897898
brqs,mn,-0.95233824482559637
brqs,mrgr,0.97356823218350641
brqs,pavm,0.97134404834206989
brqs,csf,0.97236850345830084
brqs,csx,0.95516309151893408
brqs,fc,0.97805521955032171
brqs,ego,0.98037746996126285
brqs,lsi,0.96758672288580549
brqs,sgol,0.96815634356290403
brqs,futy,0.96626846253814147
brqs,lc,0.96796759169774504
brqs,ftsd,0.98074335726799666
brqs,gxg,0.98688311736081424
brqs,fndb,0.96927162397769329
brqs,nee_q,-0.95803168697083907
brqs,vnda,-0.95770079598907421
brqs,tok,0.98560417210313878
brqs,wpg_i,0.95178313555293304
brqs,tol,0.96218273555091915
brqs,ifgl,0.97434845957191085
brqs,ffhl,0.97500164181037796
brqs,lmhb,0.95848784582204827
brqs,cxdc,0.97345701228252868
brqs,qdyn,0.95698259053320167
brqs,expr,0.96740058995892841
brqs,qmom,0.98752531217009454
brqs,sam,0.95031762682445631
