stock1,stock2,correlation
aln,canf,0.87234490522712682
aln,imuc,0.82281548653131886
aln,vmm,0.84715339733056405
aln,evy,0.8385815812044265
aln,htm,0.88923248295589385
aln,brg_d,0.82168540722827732
aln,elmd,0.88916654735025447
aln,sach,-0.84467358586390184
aln,pcg_h,0.87535062025690724
aln,njv,0.90405207376455088
aln,brg,0.8745223394957683
aln,srci,0.84299988850607044
aln,osg,0.80000769228100421
aln,enlk,0.87491000912212935
aln,gmo,0.88633961458032207
aln,aumn,0.80101962579515074
aln,nnvc,0.81325928467968944
aln,imo,0.80807580438999205
aln,igc,0.84482956834652745
aln,blj,0.80797939510535655
aln,cuo,0.84378930058625146
aln,lov,0.82425045161771637
aln,miw,0.80948086119289264
aln,rwc,0.83568438974335013
aln,awx,0.84647305345011381
aln,glu_a,0.8163042990047088
aln,syn,0.80797536611551946
aln,uuuu,0.80280197482893312
aln,cev,0.80638462797789334
aln,ssn,0.81406690222314593
aln,mza,-0.91723837123622365
aln,sens,0.81245450764142335
aln,ern,0.82869948663110693
aln,sbi,0.80778512551276671
aln,bcv,0.81811272099376986
aln,xtnt,0.81253604537005186
aln,glow,0.80333060144440638
aln,lts,0.81264492852619596
aln,gss,0.83397144441218651
aln,urg,0.84257995353809056
aln,mmv,0.8237635457232616
aln,evo,0.82843897528865384
aln,cik,0.80928887780576486
aln,fsi,0.81267257397592629
aln,axu,0.8553272566548582
aln,wyy,0.88192011073368792
aln,ampe,0.85086386301222994
aln,bpmx,0.81141258863463184
aln,sim,0.84364908667438476
aln,bzm,0.8238779986978505
aln,cca,0.81299803798988834
aln,ckx,0.90603461013584496
alo,canf,0.9089623796362718
alo,ptn,0.84950531188576117
alo,nby,-0.90284712887427898
alo,trxc,0.92349048481152707
alo,cvr,0.84393852928823032
alo,htm,0.84274096430235379
alo,brg_d,0.90122759467573799
alo,elmd,0.84812528868885217
alo,esp,0.90677132464727761
alo,uec,0.80553806250395121
alo,ins,0.82258603605210778
alo,evbn,0.80807821119160639
alo,pcg_h,0.91955102140001366
alo,btx-ws,0.84579269306225047
alo,nbo,0.85901287880265575
alo,rif,0.86042429244263596
alo,lng,0.85562506866949084
alo,pzg,0.91751571384285624
alo,osg,0.83624991884208133
alo,eman,0.91128028545456286
alo,nen,0.96284228808062711
alo,tmq,0.89236391009861693
alo,ggn_b,0.94562922977777386
alo,svm,0.84713254065869337
alo,sgy-ws,0.82838254427489477
alo,gte,0.84993552300930797
alo,ssn,0.82143337995155064
alo,aumn,0.92260730643875277
alo,fen,0.8468986366012663
alo,nnvc,0.91760018369914376
alo,imo,0.94242959373171487
alo,sga,0.95535204960342557
alo,gss,0.87521843482333894
alo,teum,-0.82339819466581676
alo,igc,0.89500322059295778
alo,fpp,0.93017897935203653
alo,blj,0.86013852120762013
alo,enx,0.8621298457631642
alo,lov,0.96517165252367021
alo,miw,0.82486799756221019
alo,ngd,0.92370480923272447
alo,enlk,0.90989817680050045
alo,bvx,0.80463586497735096
alo,cto,0.80530596372602081
alo,mmv,0.86484636357517242
alo,ibio,-0.86116814739433034
alo,cvrs,0.89658721757941962
alo,pcg_g,0.91215042039979266
alo,uuuu,0.92397037657813264
alo,xpl,-0.86499268381085503
alo,cet,-0.89135145044068798
alo,reed,0.91453711593145259
alo,uwn,0.86052181710985631
alo,sens,0.87389718505931613
alo,xpo,0.80427145973921188
alo,ams,0.87248658098557896
alo,visi,0.93056037731542773
alo,laq,-0.82835792338055425
alo,glow,0.9101685012451769
alo,lts,0.88110222761507795
alo,ensv,0.85650613744910509
alo,cix,0.87378307024862278
alo,sach,-0.90707366897065789
alo,gst,0.89514192461034991
alo,evo,0.9034235112856176
alo,fsi,0.87012699867924714
alo,msn,-0.80834109194199
alo,axu,0.88579259783376862
alo,emi,0.87986483921474612
alo,wyy,0.9120236859795503
alo,wrn,0.80615134664616028
alo,nbh,0.84636163152487442
alo,sim,0.85068759735584409
alo,aoxg,0.88408395260100514
alo,bzm,0.93192754757452823
alo,ccf,0.81582562947390203
alo,cca,0.90996124322813221
alo,ckx,0.90961055422169712
alo,urg,0.9316574200199027
bvx,canf,0.88022524879531816
bvx,ptn,0.94144899859735032
bvx,imuc,0.91401001100548784
bvx,vmm,0.80543382080633974
bvx,caw,0.83987333604250514
bvx,elmd,0.91128829511913378
bvx,pcg_g,0.82242713888668761
bvx,uec,0.81863525332622067
bvx,ins,0.84138470371137297
bvx,tgb,0.83702680480308522
bvx,intt,0.82024747044453705
bvx,pcg_h,0.90676851277332748
bvx,nbh,0.85100867952253034
bvx,nbo,0.80102034843609304
bvx,pfnx,-0.82335787204336719
bvx,osg,0.89595481576288072
bvx,eman,0.85054261537301712
bvx,tmq,0.84532656995809596
bvx,enlk,0.92926720845595701
bvx,gmo,0.81246573191682592
bvx,gte,0.80568179744461177
bvx,nnvc,0.81210148586003439
bvx,imo,0.82294067182673825
bvx,sga,0.80182915572696134
bvx,gss,0.86675750187127298
bvx,rei,0.85107242155303164
bvx,igc,0.93883328207652528
bvx,fpp,0.87483784358125261
bvx,pcg_c,0.93541036392130383
bvx,cuo,0.81753280478621415
bvx,lov,0.86739189764036506
bvx,sim,0.87461984899009337
bvx,nzf,0.8313737581664743
bvx,rwc,0.92759536177610002
bvx,srci,0.9393247318727671
bvx,nmz,-0.80064361819527041
bvx,ead,0.81312392210701256
bvx,plx,-0.80007544722209467
bvx,uuuu,0.83244040359383731
bvx,enx,0.84572613400841856
bvx,cet,-0.89206631572592376
bvx,reed,0.90085325393121618
bvx,parr,0.82068822515685158
bvx,moc,0.82739605466908772
bvx,sgy-ws,0.92929129299550428
bvx,hmg,0.85557530987993269
bvx,ern,0.8369673967784873
bvx,xtnt,0.80902904582221746
bvx,glow,0.92626935567447688
bvx,ensv,0.81499368317586318
bvx,urg,0.86517534573690102
bvx,sach,-0.82910055826145446
bvx,glo,0.80583921011794213
bvx,cik,0.88191620343076438
bvx,fsi,0.84060550438028647
bvx,inuv,0.80528966969925775
bvx,wyy,0.93087447528441181
bvx,ckx,0.85369015819194494
bvx,evy,0.8414748729056043
bvx,ssn,0.89245253240153666
bvx,evv,0.84470369525564104
bvx,xpo,0.80268498417909184
bvx,evp,0.82276777180717309
bvx,bzm,0.86588321760253173
bvx,glu,0.86702634579410709
bvx,glv,0.88282609061532502
bvx,uwn,0.81788011167261876
brg_c,imuc,-0.81684521078652816
brg_c,glu_a,-0.8662080766181175
brg_c,nby,0.94304509322959884
brg_c,tmq,-0.83544383407135181
brg_c,nspr,0.8731733889075618
brg_c,pzg,-0.80335656749502271
brg_c,brg_d,-0.94011048122083329
brg_c,ior,0.91271501167281421
brg_c,prk,0.90691732247695156
brg_c,ead,0.88478903732870129
brg_c,nvg,0.80337802157112281
brg_c,intt,0.86675021684018294
brg_c,btg,-0.84765796096022905
brg_c,parr,0.80273356384124472
brg_c,myo,0.86600045594748087
brg_c,pcg_g,-0.93052032846134236
brg_c,usas,0.8609522183829611
brg_c,lng,-0.81125456955624919
brg_c,plx,0.89590738704165307
brg_c,jrjr,-0.90180842694178798
brg_c,plm,-0.86321330411043595
brg_c,plg,0.82667538282476394
brg_c,tgb,0.88009810420468171
brg_c,utg,0.82020343580441479
brg_c,ntip,0.8224547855050347
brg_c,msn,0.95928134230269946
brg_c,fen,-0.86403432488389376
brg_c,pcg_b,-0.89186399681300566
brg_c,cvu,-0.87308743536910915
brg_c,irt,0.86786235476136397
brg_c,tis,0.88482578429588121
brg_c,btx,-0.83175011606110127
brg_c,evy,0.82453639185041705
brg_c,egi,0.84763194128115082
brg_c,epm,0.81661808589171092
brg_c,vnrx,0.82802387958054047
brg_c,dhy,-0.8770034418062046
brg_c,enx,-0.9151774302757818
brg_c,gvp,-0.84320522572687462
brg_c,cmt,0.91225100984948249
brg_c,isdr,0.85580256249324405
brg_c,uwn,-0.80818799102863015
pcg_h,ptn,0.89735373100670957
pcg_h,srci,0.8319645058782299
pcg_h,sach,-0.85633156992055459
pcg_h,uec,0.84557726039862657
pcg_h,syn,0.84339023096891241
pcg_h,uuuu,0.90642698573294189
pcg_h,rif,0.8850585299087832
pcg_h,ssn,0.90756405718106414
pcg_h,reed,0.88375599837893559
pcg_h,uwn,0.88317999314049933
pcg_h,sga,0.92041944637507367
pcg_h,pzg,0.85598084166493171
pcg_h,visi,0.86462208259395001
pcg_h,rhe,-0.80692218678138716
pcg_h,xtnt,0.8535163243726871
pcg_h,tmq,0.80175686743945318
pcg_h,urg,0.92652102825519356
pcg_h,xpl,-0.80328763403224268
pcg_h,wyy,0.97047666744214423
pcg_h,trxc,0.88330592694085208
pcg_h,sens,0.9364847981741391
pcg_h,sim,0.87977522980989098
brg_a,rwc,-0.8067886412051819
brg_a,vgz,0.80855344860700329
brg_a,cqp,0.83997475085966056
brg_a,rhe,0.87510724919939631
brg_a,trt,-0.83329156341836641
brg_a,vfl,-0.97860950637487409
btx-ws,ngd,0.80794960208934463
btx-ws,pcg_h,0.8367396215222217
btx-ws,lgl,0.81194674851445892
btx-ws,htm,0.85817822152796497
btx-ws,mmv,0.91409899313443255
btx-ws,elmd,0.80587273146306637
btx-ws,sach,-0.80041035607535171
btx-ws,syn,0.87425466261966656
btx-ws,uuuu,0.82277088379396213
btx-ws,nbo,0.89401354518211751
btx-ws,njv,0.82325254965912142
btx-ws,moc,0.80404483218828837
btx-ws,visi,0.89135734791847743
btx-ws,glow,0.89625303247326293
btx-ws,nen,0.82344424539664418
btx-ws,mlss,0.85845873010607143
btx-ws,enlk,0.8385733915343998
btx-ws,urg,0.83404468946727062
btx-ws,evo,0.80641733365374224
btx-ws,cvr,0.8301763181395323
btx-ws,wyy,0.82438581836321001
btx-ws,trxc,0.87695626184448605
btx-ws,igc,0.84077464017496373
btx-ws,nzf,0.80214773269118556
btx-ws,reed,0.81663133414704669
btx-ws,bzm,0.83565469586362584
btx-ws,ckx,0.91653321436629098
